片名,年份,语言,第一语言,筛选原因,导演,类型,制片国家/地区,豆瓣评分,评价人数,剧情简介,Gemini评价,Region,Language_Category,Decade,Is_Dialect,来源URL
山河故人,2015,英语 / 山西话 / 汉语普通话 / 上海话,英语,外语为第一语言,贾樟柯,剧情 / 家庭,中国大陆 / 法国 / 日本,8.0,260260,1999年，山西汾阳县城，开朗雀跃的女孩沈涛（赵涛 饰）徘徊在矿工梁子（梁景东 饰）和煤矿老板张晋生（张译 饰）两端。一女二男的三角恋，无法维持长久的平衡。梁子和晋生的友情破裂。涛儿结婚的时节，有人选择远方。2014年，因长期在煤矿工作，梁子的健康已经到了不可挽回的地步。最后的时光，他带着妻儿回到故乡。此时沈涛和晋生已经离婚，晋生带着孩子到乐常住上海。人届中年，彼此都身不由己站在了生离死别的界限上。2025年，只会说英文的到乐（董子健 饰）和父亲分外隔膜，但和中文老师米娅（张艾嘉 饰）成为忘年交。他渴望脱离父亲的控制，渴望得到甚至都不知道什么意思的“自由”。,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/25890005/
开罗宣言,2015,汉语普通话 / 英语 / 日语,汉语普通话,外语为主(外语2/中文1),刘星 / 温德光 / 胡明钢,剧情 / 历史,中国大陆,3.4,3427,重庆大轰炸。延安派曾希圣赴重庆，将重要资料交给蒋介石（马晓伟 饰），军技室破译密码专家石剑峰（胡军 饰）凭着中共的资料，破译了日军的情报，救了宋子文一命。石剑峰破译了：“日军可能是对美国要有行动。”上报何应钦（何政军 饰）。蒋介石将这份情报转送给美国，罗斯福选择相信美国人自己的情报。石剑峰破获的日军将进攻中途岛的情报。蒋介石把情报转送美国。罗斯福接见宋子文，“为了感谢中国人民对美国的帮助，我要送你份礼物。”一版由罗斯福亲自设计的纪念中国抗战五周年的邮票。冈村宁次派大岛一郎杀掉石剑峰。蒋介石拿到了山本五十六的行程电报。电报最终送到罗斯福手中，送山本五十六结束了人生最后的行程。大岛一郎来到重庆，见到妹妹江户英子（韩雪 饰），并把一枚藏有毒药的戒指交给妹妹。1943年11月18日，中国代表团乘专机赴开罗。会议期间，蒋介石夫妇与丘吉尔会晤的话不投机，与罗斯福会晤的相谈甚欢。起草宣言的会议上，王宠惠与英、美高官的据理必争。最终诞生了对中国、对世界具有重要意义的《开罗宣言》。罗斯福辞世，重庆降半旗致哀。1945年7月26日，美、英、中三国首脑及外长共同签署发表《波茨坦公告》，敦促日本无条件投降。杜鲁门认为日本是断然拒绝投降。第一颗原子弹在广岛爆炸，第二颗在长崎爆炸。毛泽东发表《对日寇的最后一战》声明。裕仁天皇发表投降诏书。江户英子把毒戒扣下，而石剑峰早就知悉一切，真相大白，江户英子泪流满面。1945年9月9日上午9时﹐何应钦在南京陆军总部大礼堂主持受降典礼﹐冈村宁次在日本投降书上签字。,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/25945367/
恋爱中的城市,2015,汉语普通话 / 法语 / 捷克语 / 日语 / 意大利语 / 英语 / 上海话,汉语普通话,外语为主(外语5/中文2),文牧野 / 董润年 / 韩轶 / 傅天余 / 冀佳彤,爱情,中国大陆,5.7,36511,这是一个“人越来越多 ，世界却越来越小”的——小世界。佛罗伦萨、布拉格、巴黎、上海、北海道小樽，五座城市，五段不同的爱情故事在这个“小世界”中上演。浪漫的午夜巴黎上演了一段奇幻邂逅；神秘布拉格正经历一场忧伤的偶遇；美丽上海隐藏了一个关于美食与爱的秘密；北海道的唯美见证了一对新婚夫妇的蜜月之行；佛罗伦萨艳阳下的一场疯狂之旅也正拉开序幕……,《恋爱中的城市》以轻松幽默的叙事节奏与细腻温情的镜头语言，生动展现了生活百态，在欢笑与泪水中传递出治愈心灵的温暖力量。,China,Chinese,2010s,1,https://movie.douban.com/subject/26263443/
战火中的芭蕾,2015,汉语普通话 / 俄语 / 日语,汉语普通话,外语为主(外语2/中文1),董亚春 / 尼基塔·米哈尔科夫,剧情 / 战争,中国大陆,6.6,1642,电影通过男女主人公在抗日烽火中的芭蕾情缘，讲述一段跨越国界的凄美恋情，揭露日本军国主义的凶残与伪善、顽固不化与背信弃义，展示了中俄两国军民患难与共、携手并肩共同抗击法西斯侵略的战斗友谊。1945年9月12日，潜伏在黑龙江边境小镇丛林中的300多名日本军人拒不投降、负隅顽抗，血洗了当地村民，并袭击了苏联红军。最后东北抗联部队和苏联红军一举剿灭了这股日军。由于战斗发生在日本宣布投降以后的第28天，故称为抗日战争中发生在黑土地上的“最后一战”,影片以唯美的芭蕾舞姿与残酷的战争光影形成强烈对比，歌颂了跨越国界的和平信念与人性的高尚之美。,China,Chinese,2010s,1,https://movie.douban.com/subject/26382797/
日曜日式散步者,2015,日语 / 汉语普通话,日语,外语为第一语言,黄亚历,历史 / 纪录片,中国台湾 / 日本,7.8,1124,寻找日治文学足迹，发掘台湾的超现实主义。 回顾日治时代的台湾新文学运动，最初是服务于社会、人生、争取民族尊严的反帝国、反封建之现实主义的文学路线。然而鲜为人知的，相对于此一写实路线，台湾在一九三○年代，已出现了几乎与欧洲世界同步的文学现代主义风潮，由杨炽昌、林修二、李张瑞、张良典等人创办的‘风车诗社’，透过日本教育与留学经验接收到的各种文学艺术养分，包含欧洲当时所盛行的达达和超现实主义、日本以春山行夫和西胁顺三郎为首的‘诗与诗论 ’集团 ，以及川端康成、横光利一为首的‘新感觉派’，让现代主义诗学的种子开始于台湾落地生根。,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/26597842/
杀破狼2,2015,汉语普通话 / 粤语 / 英语 / 泰语 / 韩语,汉语普通话,外语为主(外语3/中文2),郑保瑞,剧情 / 动作 / 犯罪,中国香港 / 中国大陆,7.4,166882,倒卖人体器官集团的主脑洪文刚（古天乐 饰）罹患严重心脏病，为了活命他甚至计划摘取亲弟弟洪文标（恭硕良 饰）的心。为了完成卧底工作不惜身染毒瘾的志杰（吴京 饰）随老大去码头劫持试图逃跑的洪文标，他的上司见叔叔陈国华（任达华 饰）接到线报后也率队赶往现场，三方随即展开了激烈 的交火。侥幸逃生的志杰被送到泰国一所监狱，而掌控这里的狱头（张晋 饰）则与洪文刚有着千丝万缕的联系。女儿罹患血癌的狱警阿猜（托尼•贾 饰）对志杰的真实身份生出许多疑惑，而之后他无意中发现了监狱里的可怕秘密。为了营救侄子，陈国华不远万里追到泰国。而洪文刚仍在做着垂死挣扎，他最终陷入癫狂……,影片以宏大悲壮的战争史诗与凌厉的动作美学，深刻探讨了家国情怀、江湖道义与人性抉择。,China,Chinese,2010s,1,https://movie.douban.com/subject/23788440/
水滴,2015,英语 / 汉语普通话,英语,外语为第一语言,王壬,科幻 / 短片,中国大陆,8.7,28860,近未来的某天，联合国秘书长向宇宙中的未知生命发送了一条渴望建立交流和友情的口讯。不知过了多久，地球收到来自三体舰队的讯息。而今三体舰队的前哨探测器已经抵达太阳系，地球国际发射了螳螂号火箭，以捕捉这枚探测器。针对外星来客，人类的科学家、政治家和普通平民百姓展开了广泛的讨论，从外星生命的生物组成、来客的意图到宇宙科技的发展水平以及此次与地外生命接触的意义，每个人都踊跃提出自己的见解，每个人都渴望读懂生命的密码。本片根据《三体：黑暗森林》改编。,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/26613444/
沙西米,2015,日语 / 闽南语 Hokkien,日语,外语为第一语言,潘志远,情色,中国台湾,4.1,3784,日本福岛大地震毁掉了AV女优浅野夏美（波多野结衣 饰）生活中的一切，与此同时，她还得知同自己合作过多部作品的男优因为患上了艾滋病而自杀身亡，这也就意味着，自己一直以来都暴露在恐怖病毒的侵犯之下。一张不期而至的明信片让夏美决定前往台湾，在那里等着她的是她过去的恋人和分别已久的儿子。在海边的民宿中，夏美邂逅了日本料理师高振明（李康生 饰），高振明意外的发现夏美和自己失踪已久的妻子样貌十分相似，因此对她多了一份特殊的感情，这让一直和高振明保持着肉体关系的女助理小敏（纪培慧 饰）心中感到十分不是滋味，嫉妒在她的内心里慢慢积累发酵，最终爆发。,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/25917896/
滚蛋吧！肿瘤君,2015,汉语普通话 / 英语 / 韩语,汉语普通话,外语为主(外语2/中文1),韩延,喜剧 / 爱情,中国大陆,7.4,387388,即将迎来29岁生日的青年漫画家熊顿（白百何 饰），却接二连三遭遇了常人难以想象的打击。工作被炒，男友跳票，还莫名其妙到警察局走了一遭。更糟糕的是，她在聚会上突然晕倒，经检查后才发现自己的身体出了问题。一向乐观开朗的熊顿并未被病魔吓到和打败，她笑嘻嘻地调侃吐槽周遭的人和事，一脸花痴地望着英俊帅气的梁医生（吴彦祖 饰）。最重要的是，身处逆境的她身边还有父母（李建义 & 刘莉莉 饰）以及夏梦（李媛 饰）等一班好友的鼎力支持。无论驶向哪里，熊顿永远不会孤独，不会放弃……本片根据已故漫画家熊顿以自身经历创作的同名漫画改编。,以幽默温馨的基调与生动的情节，巧妙地展现了平凡生活中的温情与爱，令人笑中带泪。,China,Chinese,2010s,1,https://movie.douban.com/subject/26289144/
满月酒,2015,英语 / 汉语普通话 / 闽南语,英语,外语为第一语言,郑伯昱,剧情 / 喜剧 / 同性,中国台湾 / 美国,6.5,1290,在美国洛杉矶工作生活的男同志Danny（郑伯昱 饰）渴望拥有自己的孩子，但他极度传统又在意别人眼光的母亲（归亚蕾 饰）由于早已得知其性向，一直不敢奢望他能延续家族香火；一次意外得知儿子Danny的生子计画后，竟开启了这段母子一段一波三折寻找胚胎与代理孕母过程，在这漫长且曲折的旅程，充满笑泪交织的母子衝突，而在饱尝各式各样的挫折后，是否可以圆满完成彼此的心愿？,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/25766672/
爸爸的假期,2015,汉语普通话 / 韩语 / 英语,汉语普通话,外语为主(外语2/中文1),王岳伦,喜剧 / 家庭,中国大陆,4.0,14150,某外企高管老郭（郭涛 饰）的婚姻进入七年之痒，一心扑在工作上的他和妻儿疏于交流，而事业也进入了困顿起。老实木讷的小编剧岳伦儿（王岳伦 饰）饱受欺凌，软弱无能，此刻也经历着来自家庭和事业的双重压力。英俊帅气的模特亮子（张亮 饰）奋力打拼却没有出头天，家庭琐事更令他不过气来。三个痛苦难耐的大男孩在田教练（田亮 饰）的建议下前往韩国参加一个名为“帝王假期”的旅游活动，谁知竟遭遇了国际大盗Jimmy Lin（林志颖 饰）的搅局。 没有放松，没有言语，只有险象环生、惊险刺激的各种冒险，性格各异的爸爸们在异国他乡夺路狂奔……,《爸爸的假期》是亲子综艺走红后的合家欢剧情喜剧，搞笑桥段以老爸们的囧途为主，适合节日期间轻松解压。,China,Chinese,2010s,1,https://movie.douban.com/subject/25908302/
狂野飞车,2015,英语 / 汉语普通话,英语,外语为第一语言,袁野,动作 / 爱情 / 冒险,中国大陆,2.6,900,大漠飞沙，引擎轰鸣，野性十足的美女车模（安娜塔莉娅 饰）只身深入大漠，只为和心爱的人共赴爱情之约。各国车手们本想在这里一战成名，却不知这死亡沙海既是天堂，亦是地狱。在凶险的生死竞速中，车手肯特惨遭对手布莱恩（米歇尔·法布里斯 饰）设计陷害，不但亲人身处险境，命悬一线，而且连爱情也面临着崩塌。他决定用轰鸣的引擎声为自己赢得尊严，但布莱恩并不打算放过他，等待他们的是一场输赢未定、生死未卜的飞车大战。,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/25904357/
破风,2015,汉语普通话 / 韩语 / 英语 / 意大利语,汉语普通话,外语为主(外语3/中文1),林超贤,剧情 / 运动,中国香港 / 中国大陆,7.3,135764,郑知元（崔始源 饰）是世界闻名的赛车手，在目睹了他精彩绝伦的技巧和速度之后，初出茅庐的车手仇铭（彭于晏 饰）和邱田（窦骁 饰）心甘情愿地成为了他的“破风手”，并以三人之间的绝佳默契打败了强敌。然而，胜利是属于“冲线手”的，无论怎样努力，“破风手”不过只是默默无闻的陪衬 ，在明白了这一道理之后，仇铭和邱田选择了离开，两人成为了“冲线手”，在一次又一次的挑战之中试图击败郑知元。与此同时，仇铭和邱田同时爱上了名为黄诗瑶（王珞丹 饰）的美丽女孩，危险的三角关系让三人之间的友谊走到了尽头，最终，仇铭失去了邱田的音讯。多年以后，仇铭和邱田再度重逢，这一次，他们之间又会发生怎样的故事呢？,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/25853727/
约战西班牙,2015,汉语普通话 / 西班牙语 / 英语,汉语普通话,外语为主(外语2/中文1),王耀明,纪录片,中国大陆,9.1,421,2015年年初，一支西班牙巴塞罗那的业余球队通过互联网发布挑战视频，声称必以5球狂胜中国业余球队。而北京一支业余球队决定应战，并克服重重困难开赴西班牙，最终在万里之外的异国他乡击败对手，用一场胜利回应了西班牙球队的挑战。,,China,Chinese,2010s,1,https://movie.douban.com/subject/26426761/
美好2015,2015,英语 / 汉语普通话 / 粤语,英语,外语为第一语言,莫森·玛克玛尔巴夫 / 蔡明亮 / 黄建新 / 严浩,剧情,中国香港,5.3,121,電影節今年請來兩岸三地三大導，還有伊朗大師麥馬巴夫，走四地拼出四種感覺。麥馬巴夫拍《房客》，伊朗男孩給倫敦包租婆迫租，情急之下和她一起遛狗和領盲人，那都是他的散工。執導《無無眠》的蔡明亮說故事：「只是出門寫生，畫一幅小康東京夜行圖。冬夜，冷，澡堂，嬰兒般光滑剔透安藤的身體……」黃建新的《失眠筆記》是當失眠男遇上嗜睡女，相異個性相吸？可惜病像會傳人，他們漸變同質時，愛情守得下去嗎？嚴浩的《死後三天》找來黃淑儀演遇意外的女人，陷入昏迷之際遇上扶她一把的男孩天使。咦，可真是天使？,,China,Chinese,2010s,1,https://movie.douban.com/subject/26325366/
魔镜,2015,汉语普通话 / 韩语 / 泰语,汉语普通话,外语为主(外语2/中文1),帕芬姆·王金达 / 金成浩 / 彭发,惊悚,中国大陆 / 韩国,5.1,2519,《电话》骨折女孩侑真（李彩英 饰）百无聊赖待在家中养伤，这天她偶然收到一个镜子的快递，之后通过手机和某个陌生男子聊天。聊兴正酣，她给对方发去一张自己的照片，而对方则回过来一模一样的照片，并声称就在她的身边。《奶奶》爸爸妈妈赶着去上班，而每天都准时过来照看孙子楠楠的奶奶却没出现。无奈之下，爸爸只得让楠楠待在粉笔画的圈子里不准出去。少顷，没有影子的奶奶来了，领着孙子回到自己家中。《电影》某剧组正拍摄名为《冥国1932》的鬼片。傲慢的女主角珍妮乱发脾气，财大气粗的制片颐指气使。正式拍摄时，饰演女鬼的女孩允儿声称看到鬼影而吓晕。片场鬼影幢幢，人人胆战心惊。,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/25907088/
2016辽宁卫视春节联欢晚会,2016,英语 / 汉语普通话 / 韩语,英语,外语为第一语言,尹琪,歌舞 / 真人秀,中国大陆,8.5,550,2016辽宁卫视春晚完整版，罗志祥、霍尊、周华健、张靓颖、柳岩、郎朗、宋小宝、田娃，还有丹东歌手徐子崴、韩国人气歌手鸟叔PSY、六小龄童金猴闹春，一个都不少，这台小品最多、最搞笑的春节晚会一举集合了宋小宝团队、开心麻花团队、郭冬临、潘长江、巩汉林、高晓攀等众多喜剧大腕儿 。宋小宝团队表演的小品《吃面》压轴出场，爆笑全场。,,China,Chinese,2010s,1,https://movie.douban.com/subject/26724840/
再见瓦城,2016,汉语普通话 / 泰语 / 缅甸语,汉语普通话,外语为主(外语2/中文1),赵德胤,剧情 / 爱情,缅甸 / 中国台湾 / 印度,6.9,8088,忧郁的热带，女孩莲青（吴可熙 饰）遇见少年阿国（柯震东 饰），都是从缅甸跋涉至曼谷的偷渡客，他们连边界都穿过了，却迟迟等不到一纸身分。想新生他方为人，如今却飘荡城市边缘成鬼，日子剩下反覆的劳动，小吃店、成衣厂、工厂熔炉，无处可洩的闷热，高烧一般的爱。当连呐喊也瘖哑，吸毒、残身，贩卖身体⋯⋯。一切不是旧，只是逐渐败坏，不是没有期望，而是竟然还有期望。探底了，又还不够底，少年少女眼神纯真，身强志坚，就此一步一步通往无光的所在。银幕再见柯震东，赵德胤续《冰毒》后持续以影像射击，大量真实移工入镜，长镜头视野，近距离人生，写实影像锤打底层生活成炽烫影像，触目都生烟，偏又有爱情浇铸其中，卑微又仰望，炼成钢，更成绕肠柔，所求无非一点馀温，经过便都是馀生。,影片以极其细腻温婉的镜头语言，深刻探讨了现代都市男女在情感纠葛中的挣扎与成长。,Other,Chinese,2010s,1,https://movie.douban.com/subject/26724235/
冰美人,2016,汉语普通话 / 日语 / 韩语 / 俄语,汉语普通话,外语为主(外语3/中文1),周艾民 / 弗拉基米尔·缅绍夫,爱情 / 战争,中国大陆 / 俄罗斯,5.2,490,一个女人对心爱男人的一份期许，一个男人对心爱女人的一份忠贞不渝！一个二战后残留下的冰冷地窖，一具风干的男骷髅身上的一个绣烂的口琴，从而慢慢揭开一具冰封60年的美丽女子的失踪之谜......,,China,Chinese,2010s,1,https://movie.douban.com/subject/26671674/
周日皇后,2016,英语 / 粤语 / 菲律宾语,英语,外语为第一语言,Baby Ruth Villarama,纪录片,菲律宾 / 中国香港 / 日本 / 英国,7.5,115,在香港光鲜的表面下，来自菲律宾的家政服务人员领着可怜的薪水默默无闻的工作。在一次盛大的选美比赛中，五个家政服务人员给自己进行了一次大变身，并且重拾他们的尊严。导演记录下五位有魅力而且勇敢的菲律宾女性，她们通过举办盛会，成为香港190000菲律宾人的窗口，保持她们的尊严。这部纪录片讲述的是一个令人鼓舞的故事，它让大家开始关注越来越多的移民者群体所发出的声音。Beneath Hong Kong's glittering facade， Filipinas working as domestic helpers work in relative anonymity and for near slave wages. In a beauty pageant like no other in the world， five helpers give themselves makeovers for a day and gleefully reclaim their dignity.,,Other,Chinese,2010s,1,https://movie.douban.com/subject/26872566/
奔爱,2016,汉语普通话 / 英语 / 日语 / 土耳其语,汉语普通话,外语为主(外语3/中文1),张一白 / 管虎 / 张猛 / 滕华涛 / 高群书,剧情 / 爱情,中国大陆,4.0,26540,在电影备案公示中，我们还发现了导演高群书的身影。在电影《爱，无处不在》中，高群书、鲍晶晶等担任编剧，由五位导演在五个国家用各自的方式诠释“爱”的含义，展现五种不同的爱的故事。,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/26637534/
妈妈，晚餐吃什么？,2016,日语 / 闽南语,日语,外语为第一语言,白羽弥仁,剧情 / 家庭,日本 / 中国台湾,6.8,637,一青姐妹来自台湾人父亲与日本人母亲（河合美智子 饰）结合的家庭，童年时代都在台湾度过。妹妹一青窈（藤本泉 饰）出生后一家人移居到东京，然而没有多久父亲就撒手人寰，独留母女三人相依为命。母亲每天都坚持亲自下厨，烹调女儿最喜爱的台湾菜。母亲的料理加深了家人间的羁绊，也为邻居亲友带来幸福。后来，母亲因病去世，在母亲病逝后20年，姐妹俩在母亲墓前知晓了妈妈的秘密，姐姐（木南晴夏 饰）因为某个念头的驱使，动身前往睽违已久的第二故乡台湾......,,East_Asia,Chinese,2010s,1,https://movie.douban.com/subject/26720473/
德昂,2016,缅甸语 / 汉语普通话,缅甸语,外语为第一语言,王兵,纪录片,中国香港 / 法国,6.3,230,入选#柏林电影节#论坛单元的是纪录片导演王兵的新作《德昂》，影片跟随德昂族的女人老人和孩子们从缅甸逃往中国边境，记录下他们每天的日常生活，被称为是“逃亡者视角的出埃及记”。（@torovandarko）,,China,Chinese,2010s,1,https://movie.douban.com/subject/26700579/
惊天大逆转,2016,汉语普通话 / 韩语 / 英语,汉语普通话,外语为主(外语2/中文1),李骏,剧情 / 犯罪 / 悬疑,中国大陆,7.0,70983,海归华人郭志华（钟汉良 饰）在韩国结识了正在首尔进行学术交流的心理医生杨曦（郎月婷 饰），便委托她为烧伤毁容的哥哥郭志达进行创后心理诊疗辅导。于此同时，首尔正在进行着一场激烈的中韩足球对抗赛，决战之际，中方的队长忽然得知，自己的未婚妻被神秘人绑架，想要救出未婚妻就必须赢得比赛。韩国警方接到报警后，特工组长姜承俊（李政宰 饰）迅速将嫌疑人目标锁定在一个面具人身上，一番斗智斗勇后，警方顺利救出了人质。本以为一切已经结束时，姜承俊却发现面具人的计划才刚刚开始，人质事件只是一切危机的开始，三枚威力惊人的炸弹就被安置在决赛的体育场内，如果不能破解面具人的谜题，现场五万名观众将同体育场一起消失在爆炸中，危险还在继续……,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/26375609/
我的新野蛮女友,2016,韩语 / 汉语普通话,韩语,外语为第一语言,赵根植,喜剧 / 爱情,韩国 / 中国大陆,3.8,14927,影片讲述了男主人公牵牛（车太贤 饰）与新“野蛮”女友星星（宋茜 饰）从相恋到结婚的浪漫经历。星星是牵牛的小学初恋，由于韩语不流利常常被周围同学欺负。牵牛最初仍无法忘记分手离别的前任“她”，直到有一天，牵牛再次遇见初恋星星后，便不顾身边人的反对和她走进婚姻殿堂，没想到摆在他面前的却是超出想象的烦恼。,经典电影暂无评价,East_Asia,Chinese,2010s,1,https://movie.douban.com/subject/26012321/
沉默,2016,英语 / 日语 / 拉丁语 / 葡萄牙语 / 粤语 / 荷兰语,英语,外语为第一语言,马丁·斯科塞斯,剧情 / 历史,美国 / 英国 / 中国台湾 / 日本 / 墨西哥 / 意大利,7.7,20836,《沉默》改编自著名日本作家远藤周作的同名小说。故事发生在德川幕府时代禁教令下长崎附近的小村子，一个葡萄牙耶稣会的教士偷渡到日本传教，并调查恩师因遭受「穴吊」酷刑而宣誓弃教一事，因为这事在当时欧洲人的眼中，不只是个人的挫折，同时也是整个欧洲信仰、思想的耻辱和失败。在传教与寻访的过程中，信仰与反叛、圣洁与背德、强权与卑微、受难与恐惧、坚贞与隐忍、挣扎与超脱……所有的两难情境都面临了，逼迫着他对基督的信仰进行更深层且更现实的思索，最终，他彷佛也走过一趟恩师的心路历程，拥有自己对信仰的诠释与实践。,经典电影暂无评价,North_America,Chinese,2010s,1,https://movie.douban.com/subject/1884684/
湄公河行动,2016,汉语普通话 / 粤语 / 泰语 / 缅甸语 / 英语,汉语普通话,外语为主(外语3/中文2),林超贤,剧情 / 动作 / 犯罪,中国大陆 / 中国香港,8.0,670903,金三角湄公河上，一处被称为“鬼门关”的河段，两艘来自中国的商船遭到不明身份之人的枪击袭击。未过多久，泰国军方召开新闻发布会，指责中国商船贩卖毒品。虽然发布会宣称船员全部逃亡，但是十三具遭受残忍杀害的中国船员尸体很快被人发现。这起胆大妄为的案件令中国警方大为震惊，云南省缉毒总队队长高刚（张涵予 饰）受命带特别行动小组前往泰国，并与情报员方新武（彭于晏 饰）合作接洽。根据现有资料显示，这件案子由盘踞在金三角的大毒枭糯卡所为。糯卡贪婪残忍，胆大包天，是湄公河流域上一颗惊扰运输安全的毒瘤。为了将这个恶棍绳之于法，中国、老挝、缅甸开展了三国联合巡逻，集中对糯卡的制毒窝点进行扫荡。而高刚等人也深入最危险境地，与丧失人性的贩毒分子进行惨烈对决……本片根据真实事件改编。,用克制而深情的镜头语言，谱写了一曲关于生命与永恒情感的赞歌，令人久久不能释怀。,China,Chinese,2010s,1,https://movie.douban.com/subject/25815034/
米歇尔·福柯,2016,汉语普通话 / 法语 / 英语,汉语普通话,外语为主(外语2/中文1),汪民安,纪录片,中国大陆,7.4,1061,米歇尔·福柯（Michel Foucault，1926.10.15－1984.6.25），法国哲学家，他也是二十世纪最伟大的思想家之一。福柯的效应遍及人文科学，他在哲学、历史、社会理论、文学、艺术、政治学、法学等方面都产生了巨大的影响。“在某种意义上，福柯写出的是完美之书：每一本书都是一个全新的世界，无论是领域还是材料；无论是对象还是构造本身。他参阅了大量的文献――但是这些文献如此地陌生，似乎从来没有进入过学院的视野中。他将这些陌生的文献点燃，使之光彩夺目，从而成为思考的重锤。有一些书是如此地抽象，没有引文，犹如一个空中楼阁在无穷无尽地盘旋和缠绕（如《知识考古学》）；有一些书如此地具体，全是真实的布满尘土的档案，但是，从这些垂死的档案的字里行间，一种充满激情的思想腾空而起（《规训与惩罚》）；有些书是如此地奇诡和迥异，仿佛在一个无人经过的荒漠中发出狄奥尼索斯式的被压抑的浪漫呐喊（《疯癫史》）；有一些书如此地条分缕析，但又是如此艰深晦涩，这两种对峙的决不妥协的风格引诱出一种甜蜜的折磨（《词与物》）；有一些书如此地平静和庄重，但又如此地充满着内在紧张，犹如波澜在平静的大海底下涌动（《快感的运用》）。”汪民安导演纪录片《米歇尔·福柯》收集了福柯生前的大量访谈视频，并采访了诸多有影响的福柯研究学者，系统地展示了福柯的总体思想。这是一部实验性的哲学纪录片，也可以称为“论文纪录片”。它旨在让哲学开口说话，让思想获得一种可见性形象。人们能在福柯布道式的宣讲，诚恳的坦白，角斗般的讨论中，也能在众多学者对福柯的精彩阐释中，感受到福柯的哲学和人格魅力。,经典电影暂无评价,China,Chinese,2010s,1,https://movie.douban.com/subject/26834712/
终极胜利,2016,英语 / 汉语普通话 / 日语 / 天津话,英语,外语为第一语言,冼杞然 / 迈克尔·帕克,剧情 / 历史 / 战争,中国大陆 / 中国香港 / 美国,6.1,427,热爱中国的李爱锐（约瑟夫·费因斯 Joseph Fiennes 饰），甘愿放弃因奥运夺冠赢取回来的优质生活，回到正遭受日本残酷侵略的中国，在这段苦难日子中结识了徐牛（窦骁 饰），二人共同忍辱坚毅地对抗凶残毒辣的侵略者，救护了一大批被日本人关押在潍县集中营里的各国战俘。,,China,Chinese,2010s,1,https://movie.douban.com/subject/26431412/
绝地逃亡,2016,汉语普通话 / 英语 / 俄语,汉语普通话,外语为主(外语2/中文1),雷尼·哈林,喜剧 / 动作,中国大陆 / 美国 / 中国香港,5.7,88964,香港探员陈港生（成龙饰）跟踪黑道老大维克多·王（赵文瑄饰）长达十数年，为搜集他犯罪证据而被卷入一场“计中计”中，还将自己的侄女白舒（范冰冰饰）牵扯进来。在这场被中国特警、维克多·王、俄罗斯黑帮三面夹攻的“绝地逃亡”中，班尼结识了共患难的最佳拍档康纳（约翰尼·诺克斯维尔饰），一位正被维克多·王和俄国杀手追捕逃命的美国赌博高手，三人最终将怎样结束这场冒险变得扑朔迷离。,《绝地逃亡》以凛冽阴郁的视觉风格与精妙的悬疑叙事，深度剖析了特工与罪犯一路欢喜冤家式跨国逃亡的喜剧，戏剧张力十分饱满。,China,Chinese,2010s,1,https://movie.douban.com/subject/24529353/
美人鱼,2016,汉语普通话 / 英语 / 日语,汉语普通话,外语为主(外语2/中文1),周星驰,喜剧 / 爱情 / 奇幻,中国大陆 / 中国香港,6.7,734772,白手起家的富豪刘轩（邓超 饰）新拍下了一块地皮，并联合了女强人李若兰（张雨绮 饰）使用恐怖的声纳技术驱赶鱼类，用于填海造地。人鱼一族长期居住在附近区域的海里，为了继续生存，带头大哥章鱼八哥（罗志祥 饰）派出了美人鱼珊珊（林允 饰）“色诱”刘轩，准备刺杀。没想到珊珊在卧底过程中与刘轩暗生情愫，一次次破坏暗杀计划，而李若兰却在准备一个更丧心病狂的邪恶计划……,《美人鱼》是周星驰带有强烈环保主义底色的成人爱情童话，无厘头笑点密集，对人鱼之爱的纯粹表达极其动人。,China,Chinese,2010s,1,https://movie.douban.com/subject/19944106/
花样厨神,2016,英语 / 汉语普通话,英语,外语为第一语言,金镇雅,剧情,韩国 / 泰国 / 中国大陆,5.9,3970,知名的电视制作人怡珊（杨紫琼 饰），继挖掘了国际厨神翰伟（黄经汉 饰）后，展开下一届新厨神的寻找工作，为此特别举办 “国际食神争霸赛”。从小与爷爷学做家常菜的一晗（刘宪华 饰）为保住自家即将倒闭的餐厅，贸然前去参赛。这个烹饪手法古怪的小子一路过关斩将，连续击败各国顶级米其林主厨，最终站到了挑战国际厨神翰伟的舞台上。就在此时，怡珊发现了一晗的神秘身份……,经典电影暂无评价,East_Asia,Chinese,2010s,1,https://movie.douban.com/subject/10546813/
